"genus","species","newsesync_country_sesync_invasive","newsesync_invasive_sesync_invasive","newtamburini_invasive.status_tamburini_invasive","newtamburini_study.area_tamburini_invasive","newglobalants_continent_globalants_invasive","newglobalants_invasive.to.political.region1_globalants_invasive","newglobalants_political.region1_globalants_invasive","newemerystickytrap_countryconfirmed_emerysticky_invasive","newemerystickytrap_nat_inv_un_emerysticky_invasive"
"bembidion","ruficorne",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bembidion","saxatile",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bembidion","scapulare",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bembidion","schueppelii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bembidion","semipunctatum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bembidion","starkii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bembidion","stephensii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bembidion","stomoides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bembidion","striatum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bembidion","terminale",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bembidion","testaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bembidion","tetracolum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bembidion","tibiale",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bembidion","transparens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bembidion","varicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bembidion","varium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bembidion","velox",NA,NA,NA,NA,NA,NA,NA,NA,NA
"blemus","discus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bolitobius","castaneus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bolitobius","cingulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"brachiacantha","argentinica",NA,NA,NA,NA,NA,NA,NA,"BR","Nat"
"brachiacantha","sellata",NA,NA,NA,NA,NA,NA,NA,"BR","Nat"
"brachiacantha","trimaculata",NA,NA,NA,NA,NA,NA,NA,"BR","Nat"
"brachinus","bipustulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"brachinus","crepitans",NA,NA,NA,NA,NA,NA,NA,NA,NA
"brachinus","explodens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"brachinus","ganglbaueri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"brachinus","psophia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"brachinus","sclopeta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"brachymyrmex","coactus",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"brachymyrmex","depilis",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"brachymyrmex","sp. 07",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"brachymyrmex","sp.01",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"brachymyrmex","sp.02",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"brachymyrmex","sp.03",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"brachymyrmex","sp.05",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"brachymyrmex","sp.1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"brachymyrmex","sp.10",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"brachymyrmex","sp.2",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"brachymyrmex","sp.3",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"brachymyrmex","sp.4",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"brachyta","interrogationis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bradycellus","caucasicus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bradycellus","csikii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bradycellus","distinctus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bradycellus","harpalinus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bradycellus","ruficollis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bradycellus","sharpi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bradycellus","verbasci",NA,NA,NA,NA,NA,NA,NA,NA,NA
"brevicoryne","brassicae","united states","invasive","Exotic","North America",NA,NA,NA,NA,NA
"broscus","cephalotes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"busseola","fusca",NA,NA,"Native","Africa",NA,NA,NA,NA,NA
"cacoxenus","indagator",NA,NA,NA,NA,NA,NA,NA,NA,NA
"calathus","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"calathus","ambiguus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"calathus","cinctus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"calathus","erratus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"calathus","fuscipes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"calathus","luctuosus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"calathus","melanocephalus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"calathus","micropterus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"calathus","mollis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"calathus","rotundicollis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"callicerus","obscurus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"callicerus","rigidicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"callidium","aeneum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"callidium","coriaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"callidium","violaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"callistus","lunatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"calosoma","argentense",NA,NA,NA,NA,NA,NA,NA,NA,NA
"calosoma","auropunctatum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"calosoma","inquisitor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"calosoma","investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA
"calosoma","reticulatum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"calosoma","retusum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"calosoma","sycophanta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"camponotus","1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","114",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","127",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","133",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","142",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","143",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","18",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","182",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","19",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","208",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","214",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","220",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","25",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","3",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","31",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","39",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","51",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","66",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","78",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","8",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","89",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","aff. aruensis",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","aff. pictostriatus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","aff. polynesicus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","americanus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","amperei",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","anezkae",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","armstrongi",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","aruensis",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","atriceps",NA,NA,NA,NA,"South America","Native","Brazil",NA,NA
"camponotus","blandus",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"camponotus","bonariensis",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"camponotus","castaneus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","cf. chloroticus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","cf. conithorax",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","cf. macrocephalus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","cf. variegatus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","cf._compressus",NA,NA,NA,NA,"Asia","Native*","China",NA,NA
"camponotus","cingulatus",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"camponotus","clarior",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","claripes gp. sp. SS 1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","claripes gp. sp. SS 2",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","claripes gp. sp. SS 2 & discors gp. sp. SS 2",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","claripes gp. sp. SS 3",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","crozieri",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","discors gp. sp. SS 1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","dorycus confusus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","ephippium",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","essigi",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","evae gp. sp. SS 1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","floridanus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","foreli",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","friedae",NA,NA,NA,NA,"Asia","Native*","China",NA,NA
"camponotus","gasseri",NA,NA,NA,NA,"Not in paper","Unknown","Not in paper",NA,NA
"camponotus","gigas",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","gouldianus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","havilandi",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","herculeanus",NA,NA,NA,NA,"Not in paper","Unknown","Not in paper",NA,NA
"camponotus","irredux",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","itoi",NA,NA,NA,NA,"Asia","Native","China",NA,NA
"camponotus","laevigatus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","lateralis",NA,NA,NA,NA,"Europe","Native*","Spain",NA,NA
"camponotus","leae",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","leydigi",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"camponotus","ligniperdus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","melanoticus",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"camponotus","minimus gp. sp. SS 1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","near aurocinctus sp. SS 1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","near capito sp. SS 1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","near capito sp. SS 1  near capito sp. SS 2",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","nigriceps",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","novogranadensis",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"camponotus","pennsylvannicus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","pilicornis",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","prosseri",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","pseudoirritans",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","quadriceps",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","rotundus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","rubidus",NA,NA,NA,NA,"Asia","Native*","China",NA,NA
"camponotus","rubiginosis gp. sp. SS 1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","rubiginosis gp. sp. SS 2",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","rufipes",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"camponotus","sanguinifrons",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","senex",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"camponotus","similimus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","socius",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","sp. 20 aff. janeti",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","sp. 21 aff. janeti",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","sp. 42",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"camponotus","sp. 5 aff. poecilus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","sp. prox. Cingulatus",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"camponotus","sp.09",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"camponotus","sp.1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","sp.10",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"camponotus","sp.14",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"camponotus","sp.2",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","sp.29",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"camponotus","sp.3",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","sp.35",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"camponotus","sp.8",NA,NA,NA,NA,"Asia","Native*","China",NA,NA
"camponotus","sp._16_rubiginosus_gp.",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","sp._24_claripes_gp.",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","sp._4_pellax_gp.",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","sp._8_discors_gp.",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","sp._9_novaehollandiae_gp.",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","trajanus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","triangulatus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","truncatus",NA,NA,NA,NA,"Not in paper","Unknown","Not in paper",NA,NA
"camponotus","un01",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","un10",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","vicinus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","vitreus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"camponotus","wanangus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"carabus","arcensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","auratus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","auronitens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","cancellatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","clatratus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","convexus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","coriaceus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","glabratus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","granulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","hortensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","hungaricus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","intricatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","irregularis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","linnei",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","menetriesi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","monilis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","nemoralis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","nitens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","problematicus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","scabriusculus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","scheidleri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","sylvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","ulrichii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","variolosus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carabus","violaceus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cardiocondyla","193",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cardiocondyla","86",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cardiocondyla","95",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cardiocondyla","emeryi",NA,NA,NA,NA,"Not in paper","Unknown","Not in paper",NA,NA
"cardiocondyla","microseta",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cardiocondyla","obscurior",NA,NA,NA,NA,"Not in paper","Unknown","Not in paper",NA,NA
"cardiocondyla","sp._1_nuda_complex",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cardiocondyla","wroughtonii",NA,NA,NA,NA,"Not in paper","Unknown","Not in paper",NA,NA
"carebara","1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"carebara","50",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"carebara","52",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"carebara","anophtalma",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"carebara","atoma",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"carebara","crassiuscula",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"carebara","jiangxiensis",NA,NA,NA,NA,"Asia","Native*","China",NA,NA
"carebara","melasolena",NA,NA,NA,NA,"Asia","Native*","China",NA,NA
"carebara","panamensis",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"carebara","reina",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"carebara","sp.",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"carebara","sp.1",NA,NA,NA,NA,"Asia","Native*","China",NA,NA
"carebara","urichi",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"carpelimus","bilineatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carpelimus","corticinus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carpelimus","elongatulus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carpelimus","gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carpelimus","impressus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"carpelimus","rivularis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"centromerita","bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"centromerus","brevipalpus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"centromerus","leruthi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"centromerus","sylvaticus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cephalotes","atratus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cephalotes","betoi",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"cephalotes","minutus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cephalotes","pallidoides",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"cephalotes","persimilis",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"cephalotes","pusillus",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"cephalotes","simillimus",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"cephus","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cerambyx","cerdo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cerambyx","scopolii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cerapachys","0",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cerapachys","151",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cerapachys","168",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cerapachys","215",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cerapachys","3",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cerapachys","9",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cerapachys","brevis gp. sp. SS 1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cerapachys","cf. flavaclavatus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cerapachys","clarki gp. sp. SS 1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cerapachys","desposyne",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cerapachys","fervidus gp. sp. SS 1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cerapachys","fervidus gp. sp. SS 2",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cerapachys","fervidus gp. sp. SS 3",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cerapachys","fervidus gp. sp. SS 4",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cerapachys","sp._11_turneri_gp.",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cerapachys","sp._4_singularis_gp.",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cerapachys","splendens",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cerapachys","sulcinodis",NA,NA,NA,NA,"Asia","Native*","China",NA,NA
"cerapachys","toltecus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cerapachys","un01",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cerapachys","varians gp. sp. SS 1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"cerapachys","varians gp. sp. SS 2",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"ceratinella","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ceratinella","brevipes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ceratinella","brevis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ceratinella","major",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ceratinella","scabrosa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cerceris","quinquefasciata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cerceris","rybyensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chaenotetrastichus","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chaenotetrastichus","grangeri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chaenotetrastichus","semiflavus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chaetocnema","aridula",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chaetocnema","concinna",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chaetocnema","hortensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chaetocnema","laevicollis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chaetocnema","mannerheimi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chaetocnema","subcoerulea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chalcosyrphus","nemorum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chlaenius","costulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chlaenius","decipiens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chlaenius","festivus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chlaenius","nigricornis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chlaenius","nitidulus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chlaenius","olivieri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chlaenius","tibialis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chlaenius","tristis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chlaenius","vestitus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chlorophorus","herbstii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chrysis","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chrysis","angustula",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chrysis","cyanea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chrysis","ignita",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chrysis","indigotea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chrysocharis","pentheus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chrysopa","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chrysoperla","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chrysoperla","carnea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chrysoperla","lucasina",NA,NA,NA,NA,NA,NA,NA,NA,NA
"chrysopidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cicindela","campestris",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cicindela","gallica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cicindela","germanica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cicindela","hybrida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cicindela","maritima",NA,NA,NA,NA,NA,NA,NA,NA,NA
"cicindela","sylvatica",NA,NA,NA,NA,NA,NA,NA,NA,NA
