genus,species,country_sesync_invasive,invasive.status_tamburini_invasive,invasive_sesync_invasive,study.area_tamburini_invasive,continent_globalants_invasive,invasive.to.political.region1_globalants_invasive,political.region1_globalants_invasive,countryconfirmed_emerysticky_invasive,nat_inv_un_emerysticky_invasive,number_agree,final_answer
camponotus,25,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,3,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,31,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,39,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,51,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,66,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,78,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,8,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,89,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,aff. aruensis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,aff. pictostriatus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,aff. polynesicus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,americanus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,amperei,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,anezkae,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,armstrongi,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,aruensis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,castaneus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,cf. chloroticus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,cf. conithorax,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,cf. macrocephalus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,cf. variegatus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,clarior,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,claripes gp. sp. ss 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,claripes gp. sp. ss 2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,claripes gp. sp. ss 2 & discors gp. sp. ss 2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,claripes gp. sp. ss 3,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,crozieri,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,discors gp. sp. ss 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,dorycus confusus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,ephippium,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,essigi,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,evae gp. sp. ss 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,floridanus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,foreli,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,gigas,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,gouldianus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,havilandi,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,irredux,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,laevigatus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,leae,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,ligniperdus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,minimus gp. sp. ss 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,near aurocinctus sp. ss 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,near capito sp. ss 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,near capito sp. ss 1  near capito sp. ss 2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,nigriceps,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,pennsylvannicus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,pilicornis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,prosseri,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,pseudoirritans,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,quadriceps,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,rotundus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,rubiginosis gp. sp. ss 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,rubiginosis gp. sp. ss 2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,sanguinifrons,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,similimus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,socius,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,sp. 20 aff. janeti,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,sp. 21 aff. janeti,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,sp. 5 aff. poecilus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,sp.1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,sp.2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,sp.3,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,sp._16_rubiginosus_gp.,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,sp._24_claripes_gp.,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,sp._4_pellax_gp.,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,sp._8_discors_gp.,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,sp._9_novaehollandiae_gp.,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,trajanus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,triangulatus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,un01,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,un10,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,vicinus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,vitreus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,wanangus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
camponotus,blandus,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
camponotus,bonariensis,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
camponotus,cingulatus,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
camponotus,leydigi,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
camponotus,melanoticus,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
camponotus,novogranadensis,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
camponotus,rufipes,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
camponotus,senex,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
camponotus,sp. 42,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
camponotus,sp. prox. cingulatus,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
camponotus,sp.09,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
camponotus,sp.10,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
camponotus,sp.14,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
camponotus,sp.29,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
camponotus,sp.35,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
camponotus,itoi,NA,NA,NA,NA,Asia,Native,China,NA,NA,1,native
camponotus,atriceps,NA,NA,NA,NA,South America,Native,Brazil,NA,NA,1,native
carabus,auratus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carabus,auronitens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carabus,cancellatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carabus,convexus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carabus,coriaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carabus,glabratus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carabus,granulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carabus,hungaricus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carabus,intricatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carabus,monilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carabus,nemoralis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carabus,problematicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carabus,scabriusculus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carabus,violaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cardiocondyla,emeryi,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
cardiocondyla,obscurior,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
cardiocondyla,wroughtonii,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
cardiocondyla,193,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cardiocondyla,86,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cardiocondyla,95,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cardiocondyla,microseta,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cardiocondyla,sp._1_nuda_complex,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
carebara,jiangxiensis,NA,NA,NA,NA,Asia,Native*,China,NA,NA,1,native
carebara,melasolena,NA,NA,NA,NA,Asia,Native*,China,NA,NA,1,native
carebara,sp.1,NA,NA,NA,NA,Asia,Native*,China,NA,NA,1,native
carebara,1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
carebara,50,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
carebara,52,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
carebara,atoma,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
carebara,crassiuscula,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
carebara,panamensis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
carebara,reina,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
carebara,sp.,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
carebara,urichi,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
carebara,anophtalma,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
carpelimus,bilineatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carpelimus,corticinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carpelimus,elongatulus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carpelimus,gracilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carpelimus,impressus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carpelimus,rivularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
centromerita,bicolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
centromerus,brevipalpus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
centromerus,leruthi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
centromerus,sylvaticus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cephalotes,atratus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cephalotes,minutus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cephalotes,betoi,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
cephalotes,pallidoides,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
cephalotes,persimilis,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
cephalotes,pusillus,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
cephalotes,simillimus,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
cephus,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerambyx,cerdo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerambyx,scopolii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerapachys,sulcinodis,NA,NA,NA,NA,Asia,Native*,China,NA,NA,1,native
cerapachys,0,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cerapachys,151,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cerapachys,168,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cerapachys,215,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cerapachys,3,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cerapachys,9,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cerapachys,brevis gp. sp. ss 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cerapachys,cf. flavaclavatus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cerapachys,clarki gp. sp. ss 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cerapachys,desposyne,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cerapachys,fervidus gp. sp. ss 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cerapachys,fervidus gp. sp. ss 2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cerapachys,fervidus gp. sp. ss 3,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cerapachys,fervidus gp. sp. ss 4,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cerapachys,sp._11_turneri_gp.,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cerapachys,sp._4_singularis_gp.,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cerapachys,splendens,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cerapachys,toltecus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cerapachys,un01,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cerapachys,varians gp. sp. ss 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
cerapachys,varians gp. sp. ss 2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
ceratinella,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceratinella,brevipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceratinella,brevis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceratinella,major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceratinella,scabrosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerceris,quinquefasciata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerceris,rybyensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chaenotetrastichus,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chaenotetrastichus,grangeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chaenotetrastichus,semiflavus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chaetocnema,aridula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chaetocnema,concinna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chaetocnema,hortensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chaetocnema,laevicollis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chaetocnema,mannerheimi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chaetocnema,subcoerulea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chalcosyrphus,nemorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chlaenius,nigricornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chlorophorus,herbstii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrysis,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrysis,angustula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrysis,cyanea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrysis,ignita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrysis,indigotea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrysocharis,pentheus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrysopa,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrysoperla,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrysoperla,carnea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrysoperla,lucasina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chrysopidae,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cicindela,campestris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cicindela,germanica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cicurina,cicur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clivina,collaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clivina,fossor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
closterotomus,biclacatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
closterotomus,norwegicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clubiona,brevipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clubiona,comta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clubiona,diniensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clubiona,diversa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clubiona,leucaspis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clubiona,lutescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clubiona,neglecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clubiona,pallidula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clubiona,phragmitis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clubiona,pseudoneglecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clubiona,reclusa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clubiona,stagnatilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clubiona,subtilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clytus,arietis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coccinella,magnifica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coccinella,quinquepunctata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coccinella,septempunctata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coccinella,undecimpunctata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coccinellidae,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coccinula,quatuordecimpustulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coelotes,terrestris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coleomegilla,quadrifasciata.octodecimpustulata,NA,NA,NA,NA,NA,NA,NA,UY,Nat,5,native
collinsia,inerrans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
copitarsia,consueta,NA,Native,NA,South America,NA,NA,NA,NA,NA,1,native
copitarsia,turbata,NA,Native,NA,South America,NA,NA,NA,NA,NA,1,native
corticaria,abietorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
corticaria,obscura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
corticaria,serrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
corticaria,umbilicata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cortodera,femorata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crematogaster,lineolata,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
crematogaster,cf._subnuda,NA,NA,NA,NA,Asia,Native*,China,NA,NA,1,native
crematogaster,sp.5,NA,NA,NA,NA,Asia,Native*,China,NA,NA,1,native
crematogaster,auberti,NA,NA,NA,NA,Europe,Native*,Spain,NA,NA,1,native
crematogaster,120,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,138,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,165,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,180,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,181,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,22,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,33,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,4,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,40,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,6,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,71,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,85,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,91,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,antcnp_sp11,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,brasiliensis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,cf. flavicornis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,cf. major,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,cf. pythia,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,cf._biroi,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,cf._rogenhoferi,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,coarctata,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,elysii,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,emeryi,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,flavitarsis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,frivola,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,laeviceps gp. sp. ss 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,laeviceps gp. sp. ss 1 & sp. ss 2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,limata,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,modiglianii,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,natalensis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,obnigra,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,paradoxa,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,polita,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,queenslandica,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,queenslandica gp. sp. ss 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,sp. 11 aff. fritzi,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,sp. 15 aff. flavicornis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,sp. 6,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,sp. 7 aff. fritzi,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,sp.3groupa,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,sp._2_australis_complex,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,sp._4_group_a,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,sumichrasti,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,tarsata,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,un02,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,un03,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,un04,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
crematogaster,distans,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
crematogaster,sp.06,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
crematogaster,sp.08,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
